original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating
The Lazarus Project,2008,"Drama, Mystery, Thriller",100,"USA, Canada, UK",English,61.0,0.009162,60.0
The History Boys,2006,"Comedy, Drama, Romance",109,UK,English,68.0,13.407101,66.0
Loren Cass,2006,"Drama, Music",83,USA,English,51.0,0.008125,69.0
Severance,2006,"Comedy, Horror, Thriller",96,"UK, Germany, Hungary","English, Hungarian, Russian",65.0,5.515162999999999,66.0
American Dreamz,2006,"Comedy, Music",107,USA,"English, Mandarin",54.0,16.656102999999998,38.0
National Treasure: Book of Secrets,2007,"Action, Adventure, Mystery",124,USA,"English, French",65.0,459.242249,36.0
The Cottage,2008,"Comedy, Crime, Horror",92,UK,English,61.0,1.62608,72.0
December Boys,2007,"Drama, Romance",105,"Australia, Germany, USA","English, French",65.0,1.175579,41.0
Hitman,2007,"Action, Crime, Thriller",100,"France, USA","English, Russian, Serbo-Croatian",63.0,101.276318,15.0
Igor,2008,"Animation, Comedy, Family",87,"USA, France",English,60.0,30.893885,39.0
Michael Clayton,2007,"Crime, Drama, Mystery",119,USA,English,72.0,92.99183500000001,91.0
Notes on a Scandal,2006,"Crime, Drama, Romance",92,UK,"English, French",74.0,49.814392,87.0
Push,2009,"Action, Sci-Fi, Thriller",111,"USA, Canada","English, Cantonese",61.0,48.858618,23.0
Shoot 'Em Up,2007,"Action, Thriller",86,USA,"English, Italian",67.0,27.122238,67.0
My Super Ex-Girlfriend,2006,"Comedy, Romance, Sci-Fi",96,USA,English,51.0,61.10898100000001,39.0
Wilderness,2006,Horror,93,UK,English,61.0,0.566098,25.0
Date Movie,2006,"Comedy, Romance",83,"USA, Switzerland",English,28.0,85.749034,7.0
The Architect,2006,"Crime, Drama, Romance",82,USA,English,55.0,0.013737,11.0
ATL,2006,"Comedy, Crime, Drama",105,USA,English,61.0,21.170563,62.0
Margaret,2011,Drama,150,USA,English,64.0,0.564864,74.0
The Omen,2006,"Action, Adventure, Fantasy",110,USA,"English, Italian",55.0,119.97497200000001,26.0
Randy and the Mob,2007,"Comedy, Crime",91,USA,English,59.0,0.04541,56.0
Underdog,2007,"Action, Adventure, Comedy",84,USA,English,47.0,65.270477,16.0
Max Payne,2008,"Action, Crime, Drama",100,"USA, Canada","English, Russian, Spanish",54.0,87.06693,16.0
The Other Boleyn Girl,2008,"Biography, Drama, History",115,"UK, USA",English,67.0,78.20183,43.0
Juno,2007,"Comedy, Drama",96,"USA, Canada","English, Spanish",74.0,232.372681,94.0
Half Nelson,2006,Drama,106,USA,English,72.0,4.660481,90.0
Old Joy,2006,Drama,76,USA,English,68.0,0.301047,85.0
The Situation,2006,"Drama, War",111,USA,"English, Arabic",63.0,0.048896,35.0
The Dark Knight,2008,"Action, Crime, Drama",152,"USA, UK","English, Mandarin",90.0,1005.4552110000001,94.0
Festival,2005,"Comedy, Drama",107,UK,English,60.0,0.168055,80.0
Hey Hey It's Esther Blueburger,2008,"Comedy, Drama",103,Australia,English,63.0,0.7807299999999999,50.0
The Astronaut Farmer,2006,"Adventure, Drama, Sci-Fi",104,USA,"English, Spanish",63.0,11.130889,58.0
There Will Be Blood,2007,Drama,158,USA,"English, American Sign Language",82.0,76.181545,92.0
Things We Lost in the Fire,2007,Drama,118,"USA, UK, Canada",English,72.0,8.591255,65.0
World Trade Center,2006,"Drama, History, Thriller",129,USA,English,59.0,163.247198,67.0
The Express,2008,"Biography, Drama, Sport",130,"USA, Germany",English,73.0,9.808124,62.0
Wicked Little Things,2006,"Drama, Fantasy, Horror",94,USA,English,51.0,0.392287,40.0
Bug,2006,"Drama, Horror, Thriller",102,"USA, Germany",English,61.0,8.095658,62.0
The Dukes,2007,"Comedy, Crime, Drama",96,USA,English,60.0,0.026875,57.0
For Your Consideration,2006,Comedy,86,USA,"English, French",63.0,5.925637,52.0
Tower Heist,2011,"Action, Comedy, Crime",104,USA,"English, Spanish, Chinese",62.0,152.930623,67.0
9,2009,"Animation, Action, Adventure",79,USA,English,71.0,48.428062999999995,57.0
Apocalypto,2006,"Action, Adventure, Drama",139,"USA, Mexico, UK",Maya,78.0,120.673227,66.0
Charlie Wilson's War,2007,"Biography, Comedy, Drama",102,"USA, Germany","English, Dari, Russian, Urdu, Hebrew, Arabic",70.0,119.483446,82.0
Local Color,2006,Drama,107,USA,English,69.0,0.032788,35.0
Penelope,2006,"Comedy, Fantasy, Romance",104,"UK, USA",English,67.0,21.15627,54.0
The Smurfs,2011,"Animation, Adventure, Comedy",103,"USA, Belgium, Canada",English,54.0,563.749323,21.0
Notorious,2009,"Biography, Crime, Drama",122,USA,English,67.0,44.420167,52.0
The Flying Scotsman,2006,"Drama, Sport",96,"Germany, UK",English,71.0,1.260553,50.0
The Mechanic,2011,"Action, Thriller",93,USA,English,66.0,76.130093,53.0
Closing Escrow,2007,Comedy,93,USA,English,54.0,0.008719000000000001,54.0
Crossover,2006,"Action, Sport",95,USA,English,21.0,7.0096680000000005,2.0
Prince of Persia: The Sands of Time,2010,"Action, Adventure, Fantasy",116,USA,English,66.0,336.365676,37.0
Coffee Date,2006,"Comedy, Romance",91,USA,English,62.0,0.004412,50.0
Waitress,2007,"Comedy, Drama, Romance",108,USA,English,70.0,22.240529000000002,89.0
Goal II: Living the Dream,2007,"Adventure, Drama, Sport",115,"UK, Spain, Germany","English, Spanish",59.0,7.864905,39.0
A Guide to Recognizing Your Saints,2006,"Crime, Drama",100,USA,"English, Spanish",70.0,2.035468,76.0
Kettle of Fish,2006,"Comedy, Romance",97,USA,English,52.0,0.007195999999999999,18.0
September Dawn,2007,"Drama, History, Romance",111,"USA, Canada",,58.0,1.066555,16.0
State of Play,2009,"Crime, Drama, Mystery",127,"USA, UK, France","English, Cantonese",71.0,87.812371,84.0
Angel-A,2005,"Comedy, Drama, Fantasy",91,France,"French, Spanish",71.0,9.995168,45.0
13 Tzameti,2005,"Crime, Drama, Horror",93,France,"French, Georgian, German",74.0,0.795223,84.0
United 93,2006,"Action, Drama, History",111,"USA, UK, France","English, Arabic, German",75.0,76.700659,90.0
"Hail, Caesar!",2016,"Comedy, Drama, Music",106,"USA, UK, Japan",English,63.0,63.647656,85.0
The Magic Flute,2006,"Drama, Musical, Romance",135,"UK, France",English,65.0,1.9657129999999998,70.0
Pride,2007,"Drama, Sport",104,"Germany, USA",English,61.0,7.09465,46.0
The Covenant,2006,"Action, Adventure, Fantasy",97,"USA, Canada",English,53.0,37.598766999999995,4.0
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,"Animation, Adventure, Comedy",85,USA,English,57.0,13.247724999999999,43.0
Madeinusa,2006,Drama,100,"Peru, Spain","Spanish, Quechua",68.0,0.243104,83.0
The Brave One,2007,"Action, Crime, Drama",122,USA,English,67.0,69.78739399999999,43.0
Were the World Mine,2008,"Adventure, Comedy, Fantasy",95,USA,English,69.0,0.123789,71.0
Firehouse Dog,2007,"Action, Comedy, Family",111,"USA, Canada",English,55.0,17.384424000000003,38.0
Norbit,2007,"Comedy, Romance",103,USA,English,41.0,159.81449,9.0
Premonition,2007,"Drama, Fantasy, Thriller",96,USA,English,59.0,84.297309,8.0
Rocket Science,2007,"Comedy, Drama",101,USA,English,66.0,0.763578,84.0
Unstoppable,2010,"Action, Thriller",98,USA,English,68.0,167.805466,87.0
Starter for 10,2006,"Comedy, Drama, Romance",92,"UK, USA",English,67.0,1.736394,90.0
Night at the Museum,2006,"Adventure, Comedy, Family",108,"USA, UK","English, Italian, Hebrew",64.0,574.4808409999999,43.0
No Country for Old Men,2007,"Crime, Drama, Thriller",122,"USA, Mexico","English, Spanish",81.0,171.62716600000002,93.0
21,2008,"Crime, Drama, History",123,USA,English,68.0,159.80837,35.0
In the Valley of Elah,2007,"Crime, Drama, Mystery",121,USA,English,71.0,29.54179,74.0
Fade to Black,2006,"Mystery, Thriller",99,"UK, Italy, Serbia","English, Italian",54.0,0.035210000000000005,29.0
Nightmare Man,2006,"Comedy, Horror, Thriller",89,USA,English,40.0,0.097182,56.0
The Tree of Life,2011,"Drama, Fantasy",139,USA,English,68.0,58.40924700000001,85.0
Knocked Up,2007,"Comedy, Romance",129,USA,English,69.0,219.922417,90.0
Ant-Man,2015,"Action, Adventure, Comedy",117,USA,English,73.0,519.311965,83.0
Rocky Balboa,2006,"Action, Drama, Sport",102,USA,"English, Spanish",71.0,155.92901999999998,77.0
Special,2006,"Comedy, Drama, Sci-Fi",81,USA,English,69.0,0.014967,58.0
Adam Resurrected,2008,"Drama, War",106,"Germany, Israel, USA",English,63.0,0.082349,35.0
Nancy Drew,2007,"Comedy, Crime, Family",99,USA,English,59.0,30.66693,50.0
"Bon Cop, Bad Cop",2006,"Action, Comedy, Crime",117,Canada,"English, French",68.0,12.735126,78.0
Crank,2006,"Action, Crime, Thriller",88,USA,"English, Spanish, Korean",69.0,42.931041,61.0
Madagascar: Escape 2 Africa,2008,"Animation, Adventure, Comedy",89,USA,"English, Italian",66.0,603.900354,64.0
One Missed Call,2008,"Horror, Mystery",87,"USA, Japan, Germany, UK",English,40.0,45.847751,0.0
Season of the Witch,2011,"Action, Adventure, Fantasy",95,USA,"English, Latin",54.0,91.627228,11.0
Vacationland,2006,"Drama, Romance",104,USA,English,50.0,0.007096,0.0
Atlas Shrugged: Part I,2011,"Drama, Mystery, Sci-Fi",97,USA,English,56.0,4.627375,12.0
Dan in Real Life,2007,"Comedy, Drama, Romance",98,USA,English,67.0,68.474305,65.0
I Am Legend,2007,"Action, Adventure, Drama",101,USA,English,72.0,585.410052,68.0
The Losers,2010,"Action, Adventure, Crime",97,"USA, France",English,63.0,29.397654,48.0
Interview,2007,Drama,84,"USA, Canada, Netherlands",English,68.0,1.4696440000000002,58.0
Hall Pass,2011,"Comedy, Romance",105,USA,English,58.0,86.157237,33.0
No Reservations,2007,"Comedy, Drama, Romance",104,USA,English,63.0,92.60105,42.0
The Number 23,2007,"Crime, Mystery, Thriller",98,USA,"English, Chinese",64.0,77.677553,8.0
The Croods,2013,"Animation, Action, Adventure",98,USA,English,72.0,587.2046680000001,71.0
Harold & Kumar Escape from Guantanamo Bay,2008,"Adventure, Comedy",114,USA,"English, Spanish, French",66.0,43.495888,52.0
Youth Without Youth,2007,"Drama, Fantasy, Mystery",124,"USA, Romania, France, Italy, Germany","English, Sanskrit, German, French, Italian, Russian, Romanian, Mandarin, Latin, Armenian",62.0,2.624759,32.0
A Good Day to Be Black & Sexy,2008,"Drama, Romance",92,USA,English,48.0,0.008629000000000001,80.0
It's a Boy Girl Thing,2006,"Comedy, Fantasy, Romance",95,"USA, UK, Canada",English,63.0,7.3856790000000005,67.0
The Prestige,2006,"Drama, Mystery, Sci-Fi",130,"UK, USA",English,85.0,109.67631100000001,76.0
Pride and Glory,2008,"Crime, Drama, Thriller",130,"USA, Germany","English, Spanish",66.0,31.200556999999996,35.0
Shutter,2008,"Horror, Mystery, Thriller",85,"USA, Japan, Thailand","English, Japanese",52.0,48.555306,9.0
Space Chimps,2008,"Animation, Adventure, Comedy",81,USA,English,45.0,65.097693,33.0
The Strangers,2008,"Horror, Thriller",86,USA,English,62.0,82.410456,48.0
The Ultimate Gift,2006,"Drama, Family, Romance",114,USA,"English, Spanish",73.0,3.438735,33.0
Doomsday,2008,"Action, Sci-Fi, Thriller",113,"UK, USA, South Africa, Germany",English,60.0,22.472631,51.0
Man of the Year,2006,"Comedy, Drama, Romance",115,USA,English,62.0,42.472471999999996,22.0
The Good Night,2007,"Comedy, Drama, Fantasy",93,"UK, Germany, USA","English, Italian",58.0,0.508084,31.0
The Seeker: The Dark Is Rising,2007,"Adventure, Drama, Family",99,USA,English,48.0,31.852618999999997,14.0
Love in the Time of Cholera,2007,"Drama, Romance",139,"USA, Mexico, UK",English,64.0,31.575877000000002,26.0
Red Tails,2012,"Action, Drama, History",125,USA,"English, Italian, German",59.0,50.365498,40.0
Wind Chill,2007,"Drama, Horror, Thriller",91,"USA, UK",English,58.0,0.28506,46.0
Beerfest,2006,Comedy,110,USA,"English, German",63.0,20.387597,40.0
First Sunday,2008,"Comedy, Crime, Drama",98,USA,English,45.0,38.810311,12.0
Fred Claus,2007,"Comedy, Family, Fantasy",116,USA,English,56.0,97.83834900000001,21.0
Postal,2007,"Action, Comedy, Crime",100,"USA, Canada, Germany",English,45.0,0.146741,9.0
Stardust,2007,"Adventure, Family, Fantasy",127,"UK, USA",English,76.0,137.51514,76.0
Disturbia,2007,"Crime, Drama, Mystery",105,USA,"English, Spanish",68.0,118.11422,69.0
Wild Hogs,2007,"Action, Adventure, Comedy",100,USA,English,58.0,253.625427,14.0
Bonneville,2006,"Comedy, Drama",93,USA,English,62.0,1.33857,41.0
Fracture,2007,"Crime, Drama, Thriller",113,"USA, Germany",English,72.0,92.011561,71.0
Closing the Ring,2007,"Drama, Romance",118,"UK, Canada, USA",English,65.0,1.449091,33.0
12,2007,"Crime, Drama, Thriller",159,Russia,"Russian, Chechen",77.0,7.537452999999999,77.0
Unaccompanied Minors,2006,"Adventure, Comedy, Family",90,USA,"English, Spanish",53.0,21.949234,29.0
Chapter 27,2007,"Biography, Crime, Drama",84,"Canada, USA",English,57.0,0.18748800000000002,18.0
Jumper,2008,"Action, Adventure, Sci-Fi",88,"USA, Canada","English, Italian, Japanese, Mandarin",61.0,225.13211299999998,15.0
Man in the Chair,2007,"Comedy, Drama",107,USA,English,71.0,0.01221,50.0
My Name Is Bruce,2007,"Comedy, Fantasy, Horror",84,USA,English,62.0,0.173066,38.0
The Nanny Diaries,2007,"Comedy, Drama, Romance",106,USA,"English, French, Spanish",62.0,47.81702,34.0
Saw III,2006,"Horror, Mystery, Thriller",108,"Canada, USA",English,62.0,164.87427499999998,28.0
Stop-Loss,2008,"Drama, War",112,USA,English,64.0,11.212953,64.0
Strange Wilderness,2008,"Adventure, Comedy",87,USA,English,53.0,6.964734,2.0
Venus,2006,"Comedy, Drama, Romance",95,UK,English,71.0,7.321308999999999,88.0
Because I Said So,2007,"Comedy, Romance",102,USA,"English, Mandarin, Italian",57.0,69.48549,4.0
Mutant Chronicles,2008,"Action, Adventure, Mystery",111,"UK, USA",English,52.0,2.1310569999999998,18.0
Phat Girlz,2006,Comedy,99,USA,English,32.0,7.403491,21.0
Reign Over Me,2007,Drama,124,USA,English,74.0,22.242388,64.0
Dedication,2007,"Comedy, Drama, Romance",95,USA,English,67.0,0.40751099999999996,40.0
Something Borrowed,2011,"Comedy, Drama, Romance",112,USA,English,59.0,65.100369,15.0
Spiral,2007,"Drama, Thriller",90,USA,English,64.0,0.003072,55.0
Suburbicon,2017,"Comedy, Crime, Drama",105,"UK, USA, China",English,57.0,12.751667000000001,28.0
Tulip Fever,2017,"Drama, History, Romance",105,"UK, USA",English,62.0,9.204549,10.0
The Haunting in Connecticut,2009,"Drama, Horror, Mystery",92,"USA, Canada, UK",English,59.0,77.57831999999999,17.0
Furry Vengeance,2010,"Comedy, Family",92,"USA, United Arab Emirates",English,38.0,36.351945,7.0
Son of Man,2006,Drama,86,South Africa,"Xhosa, English",65.0,0.002228,86.0
The Foot Fist Way,2006,Comedy,85,USA,English,63.0,0.245292,54.0
The Game Plan,2007,"Comedy, Family, Sport",110,USA,English,61.0,147.880543,28.0
Badland,2007,Drama,165,"USA, Germany",English,61.0,0.025308999999999998,16.0
CHIPS,2017,"Action, Comedy, Crime",100,USA,"English, Spanish",60.0,26.800152000000004,18.0
The Skeptic,2009,"Horror, Thriller",89,USA,English,56.0,0.205585,8.0
Wanted,2008,"Action, Crime, Fantasy",110,"USA, Germany",English,67.0,342.46306300000003,71.0
Ramona and Beezus,2010,"Comedy, Drama, Family",104,USA,English,65.0,27.293743,70.0
Eagle vs Shark,2007,"Comedy, Romance",88,New Zealand,English,68.0,1.298037,55.0
Silk,2007,"Drama, Romance",107,"Canada, France, Italy, UK, Japan, USA","English, Japanese, Latin",59.0,7.965681999999999,7.0
Itty Bitty Titty Committee,2007,"Comedy, Drama, Romance",87,USA,English,55.0,0.033722999999999996,38.0
Ocean's Thirteen,2007,"Action, Crime, Thriller",122,USA,"English, Mandarin, Spanish, French",69.0,311.312624,70.0
Adrift in Manhattan,2007,Drama,91,USA,"English, Spanish",55.0,0.09027199999999999,44.0
Vicky Cristina Barcelona,2008,"Comedy, Drama, Romance",96,"Spain, USA","English, Spanish",71.0,96.4093,81.0
Sex and Death 101,2007,"Comedy, Drama, Fantasy",117,USA,English,60.0,1.22933,27.0
The Hero of Color City,2014,"Animation, Family",77,"USA, India, South Korea","English, Hindi",41.0,0.11533500000000001,29.0
Letters from Iwo Jima,2006,"Action, Adventure, Drama",141,"USA, Japan","Japanese, English",79.0,68.673228,91.0
Rings,2017,"Drama, Horror, Mystery",102,USA,English,45.0,83.08089,8.0
We Own the Night,2007,"Crime, Drama, Thriller",117,USA,"English, Russian, Spanish",68.0,55.033767,57.0
Guru,2007,"Biography, Drama",162,India,Hindi,77.0,24.108727,83.0
The Chronicles of Narnia: Prince Caspian,2008,"Action, Adventure, Family",150,"USA, Poland, Slovenia, Czech Republic, UK",English,65.0,419.665568,67.0
Day Night Day Night,2006,"Crime, Drama, Thriller",94,"USA, Germany, France",English,62.0,0.040010000000000004,67.0
Avatar,2009,"Action, Adventure, Fantasy",162,USA,"English, Spanish",78.0,2790.439092,82.0
Reno 911!: Miami,2007,"Comedy, Crime",80,USA,English,59.0,22.021262,34.0
Slipstream,2007,"Comedy, Drama, Fantasy",96,USA,English,49.0,0.027769,25.0
Feel the Noise,2007,"Drama, Music",86,USA,"English, Spanish",29.0,6.451106,11.0
Where God Left His Shoes,2007,Drama,96,USA,English,72.0,0.0039109999999999995,67.0
Year of the Dog,2007,"Comedy, Drama",97,USA,English,60.0,1.6062370000000001,69.0
Margot at the Wedding,2007,"Comedy, Drama",93,USA,English,60.0,2.900156,52.0
Friday the 13th,2009,"Horror, Mystery, Thriller",97,USA,"English, Ukrainian",55.0,91.509154,26.0
Into the Wild,2007,"Adventure, Biography, Drama",148,USA,"English, Danish",81.0,56.674477,83.0
Music and Lyrics,2007,"Comedy, Music, Romance",104,USA,English,65.0,145.896422,63.0
Outlaw,2007,"Action, Crime, Drama",103,UK,English,57.0,3.345818,21.0
Body of Lies,2008,"Action, Drama, Thriller",128,"USA, UK","English, Arabic",71.0,115.90089700000001,55.0
Starting Out in the Evening,2007,"Drama, Romance",111,USA,English,69.0,0.898786,87.0
We Are Marshall,2006,"Drama, Sport",131,USA,English,71.0,43.545364,48.0
Weirdsville,2007,"Comedy, Crime, Drama",90,Canada,"English, Latin",63.0,0.0097,58.0
He Was a Quiet Man,2007,"Drama, Romance, Thriller",100,USA,English,68.0,0.08344,80.0
I Hate Valentine's Day,2009,"Comedy, Romance",98,USA,English,47.0,4.243957,19.0
I Now Pronounce You Chuck & Larry,2007,"Comedy, Romance",115,USA,English,59.0,187.134117,15.0
License to Wed,2007,"Comedy, Romance",91,"USA, Australia",English,53.0,70.181325,7.0
The Nativity Story,2006,"Drama, Family, History",101,USA,English,68.0,46.432263999999996,37.0
Planet 51,2009,"Animation, Adventure, Comedy",91,"Spain, UK, USA","English, Spanish",60.0,105.64710199999999,23.0
Syrup,2013,"Comedy, Drama, Romance",90,USA,English,57.0,0.000663,25.0
Doogal,2006,"Animation, Adventure, Comedy",85,"USA, UK, France",English,28.0,27.450189,8.0
A Thousand Words,2012,"Comedy, Drama",91,USA,English,59.0,24.397992,0.0
Home of the Brave,2006,"Action, Drama, War",106,"USA, Morocco","English, Spanish, Arabic",56.0,0.49962,23.0
Brothers,2009,"Action, Drama, Thriller",105,USA,English,71.0,43.474578,64.0
My Blueberry Nights,2007,"Drama, Romance",95,"China, France, USA, Hong Kong",English,66.0,22.007671,46.0
American Gangster,2007,"Biography, Crime, Drama",157,"USA, UK","English, Thai, Spanish",78.0,269.75543,80.0
American Zombie,2007,"Comedy, Drama, Horror",90,"USA, South Korea",English,50.0,0.0031260000000000003,72.0
Eastern Promises,2007,"Action, Crime, Drama",100,"UK, Canada","English, Russian, Turkish, Ukrainian, Urdu",76.0,56.107312,89.0
Evening,2007,"Drama, Romance",117,"USA, Germany",English,65.0,20.016753,27.0
Cover,2007,"Drama, Thriller",98,USA,English,55.0,0.07943599999999999,0.0
Meet Dave,2008,"Adventure, Comedy, Family",90,USA,English,50.0,51.339567,20.0
Day Zero,2007,Drama,92,USA,English,59.0,0.016659,24.0
What's Your Number?,2011,"Comedy, Romance",106,USA,English,61.0,30.426096,24.0
Fool's Gold,2008,"Action, Adventure, Comedy",112,USA,English,57.0,111.231041,11.0
I Think I Love My Wife,2007,"Comedy, Drama, Romance",94,"USA, India",English,55.0,13.369767999999999,19.0
Man of Steel,2013,"Action, Adventure, Sci-Fi",143,"USA, UK",English,70.0,668.045518,56.0
Broken English,2007,"Comedy, Drama, Romance",97,"France, Japan, USA","English, French",63.0,1.94415,64.0
